NAME,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,ISO3
Parque Estadual De Guajará-Mirim,Park,National,II,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Área De Relevante Interesse Ecológico Do Sítio Curió,Area of Relevant Ecological Interest,National,Not Reported,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Apa Piracicaba Juquerí-Mirim Area Ii,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Caldeirão,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Debora,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Olho Dágua,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Natural Municipal Chapéu Das Águas,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Rds Do Despraiado,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Marituba Do Peixe,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1988,Sub-national ministry or agency,BRA
Estação Ecológica Do Grão Pará,Ecological Station,National,Ia,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Reserva Extrativista Ituxí,Extractive Reserve,National,VI,Not Applicable,Designated,2008,Federal or national ministry or agency,BRA
Apa Do Morro Da Saudade,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Monumento Natural Estadual Serra Do Gambá,Natural Monument,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Dunas E Veredas Do Baixo Médio São Francisco,Environmental Protection Area,National,V,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Da Pedra Lisa,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Quero-Quero,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Apa Planalto Do Turvo,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Apa Piracicaba Juqueri Mirim Área I,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Apa Dos Morros Da Babilônia E De São João,Environmental Protection Area,National,V,Not Applicable,Designated,1996,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Santa Clara,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Soledade,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Das Orquídeas,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Parque Natural Municipal Dos Jatobás,Park,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Natural Municipal Freymund Germer,Park,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Arquipélago Do Marajó,Environmental Protection Area,National,V,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Apa Das Brisas,Environmental Protection Area,National,V,Not Applicable,Designated,1992,Sub-national ministry or agency,BRA
Parque Estadual Campos Altos,Park,National,II,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Floresta Estadual De Assis,Forest,National,VI,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Douradinho,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Reserva Extrativista Canutama,Extractive Reserve,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Floresta Estadual Do Paru,Forest,National,VI,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Parque Natural Municipal Do Intelecto,Park,National,Not Reported,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Do Uatumã,Sustainable Development Reserve,National,VI,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Do Lago De Tucurui,Environmental Protection Area,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Apa Quilombos Do Médio Ribeira,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Fazenda Nhumirim,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Do Rio Iratapuru,Sustainable Development Reserve,National,VI,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Estação Ecológica De Angatuba,Ecological Station,National,Ia,Not Applicable,Designated,1985,Sub-national ministry or agency,BRA
Apa Da Prainha,Environmental Protection Area,National,V,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Parque Estadual De Corumbiara,Park,National,II,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Estação Ecológica Do Noroeste Paulista,Ecological Station,National,Not Reported,Not Applicable,Designated,1993,Sub-national ministry or agency,BRA
Apa Das Pontas De Copacabana E Arpoador E Seus Entornos,Environmental Protection Area,National,V,Not Applicable,Designated,1994,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Santo Antonio,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2009,Sub-national ministry or agency,BRA
Apa Jundiaí,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Estação Ecológica De Itirapina,Ecological Station,National,Ia,Not Applicable,Designated,1984,Sub-national ministry or agency,BRA
Parque Estadual Cerca Grande,Park,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Engelhardt,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Natural Municipal Do Curió,Park,National,Not Reported,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental De Algodoal-Maiandeua,Environmental Protection Area,National,V,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Reserva Extrativista Do Guariba,Extractive Reserve,National,VI,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Estação Ecológica De Acauã,Ecological Station,National,Ia,Not Applicable,Designated,1974,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Passos,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Sítio Palmeiras,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Parque Estadual Da Mata Atlântica,Park,National,II,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Área De Relevante Interesse Ecológico Da Barra Do Rio Camaratuba,Area of Relevant Ecological Interest,National,IV,Not Applicable,Designated,1998,Sub-national ministry or agency,BRA
Reserva Biológica Do Gama,Biological Reserve,National,Ia,Not Applicable,Designated,1988,Sub-national ministry or agency,BRA
Apa De Grumari,Environmental Protection Area,National,V,Not Applicable,Designated,1986,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Douglas Vieira Soares,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Monumento Natural Municipal Da Serra Da Bolívia,Natural Monument,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Estadual De Paracatu,Park,National,Not Reported,Not Applicable,Designated,2011,Sub-national ministry or agency,BRA
Floresta Estadual Pederneiras,Forest,National,Not Reported,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Serra Geral De Goiás,Environmental Protection Area,National,V,Not Applicable,Designated,1996,Sub-national ministry or agency,BRA
Reserva Extrativista Prainha Do Canto Verde,Extractive Reserve,National,VI,Not Applicable,Designated,2009,Federal or national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Fazenda Sambaiba,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2008,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Fazenda Santa Sofia,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Peugeot-Onf-Brasil,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2010,Sub-national ministry or agency,BRA
Apa Da Orla Marítima Da Baía De Sepetiba,Environmental Protection Area,National,V,Not Applicable,Designated,1988,Sub-national ministry or agency,BRA
Apa Do Várzea Country Club,Environmental Protection Area,National,V,Not Applicable,Designated,1991,Sub-national ministry or agency,BRA
Parque Natural Municipal Estoril - Virgílio Simionato,Park,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Floresta Nacional Do Araripe-Apodi,Forest,National,VI,Not Applicable,Designated,1946,Federal or national ministry or agency,BRA
Apa Do Morro Do Silvério,Environmental Protection Area,National,V,Not Applicable,Designated,1999,Sub-national ministry or agency,BRA
Area De Proteção Ambiental Do Rio Guandu,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Parque Estadual De Monte Alegre,Park,National,II,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Rppn Sitio Manaca,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Natural Municipal Darke De Mattos,Park,National,II,Not Applicable,Designated,1975,Sub-national ministry or agency,BRA
Reserva De Desenvolvimento Sustentável Pucuruí - Ararão,Sustainable Development Reserve,National,V,Not Applicable,Designated,2002,Sub-national ministry or agency,BRA
Parque Estadual Do Descoberto,Park,National,II,Not Applicable,Designated,2005,Sub-national ministry or agency,BRA
Área De Proteção Ambiental De Sepetiba Ii,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2004,Sub-national ministry or agency,BRA
Parque Estadual Caminho Dos Gerais,Park,National,II,Not Applicable,Designated,2007,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Serra Dona Francisca,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Estação Ecológica Rio Flor Do Prado,Ecological Station,National,Not Reported,Not Applicable,Designated,2003,Sub-national ministry or agency,BRA
Parque Estadual Do Itinguçu,Park,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Rio Fundo,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Parque Natural Municipal Chico Mendes,Park,National,II,Not Applicable,Designated,1989,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Lagoa De Itaparica,Environmental Protection Area,National,V,Not Applicable,Designated,1997,Sub-national ministry or agency,BRA
Floresta Nacional Do Iquiri,Forest,National,VI,Not Applicable,Designated,2008,Federal or national ministry or agency,BRA
Parque Estadual Dos Pirineus,Park,National,II,Not Applicable,Designated,1987,Sub-national ministry or agency,BRA
Reserva Particular Do Patrimônio Natural Chalé Club Do Alambary,Natural Heritage Private Reserve,National,Not Reported,Not Applicable,Designated,2012,Sub-national ministry or agency,BRA
Estação Ecológica Do Barreiro Rico,Ecological Station,National,Ia,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Apa Do Morro Do Leme,Environmental Protection Area,National,V,Not Applicable,Designated,1990,Sub-national ministry or agency,BRA
Parque Estadual Do Bacanga,Park,National,II,Not Applicable,Designated,1980,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Jalapão,Environmental Protection Area,National,V,Not Applicable,Designated,2000,Sub-national ministry or agency,BRA
Parque Natural Municipal Da Catacumba,Park,National,Not Reported,Not Applicable,Designated,1979,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Nascentes Do Rio Paraguai,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2006,Sub-national ministry or agency,BRA
Parque Natural Municipal Do Jardim Do Carmo,Park,National,II,Not Applicable,Designated,2001,Sub-national ministry or agency,BRA
Área De Proteção Ambiental Paisagem Carioca,Environmental Protection Area,National,Not Reported,Not Applicable,Designated,2013,Sub-national ministry or agency,BRA
